system,id,bucket,reason,should_be_rejected,outcome,error_class,error_msg
kndb,20,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2000 contradicts prior fact (policy=reject) -- payload={""value"": ""180"", ""writer"": ""kndb_native"", ""fact_id"": ""2dc73208-0e47-4563-8868-074265295fa8"", ""provsql"": ""fa414050-0045-4468-8d62-ac7c8545726d"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.354773-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2000, ""confidence"": 0.95000, ""valid_ti"
kndb,21,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2001 contradicts prior fact (policy=reject) -- payload={""value"": ""181"", ""writer"": ""kndb_native"", ""fact_id"": ""59493f4f-aec7-4fa4-b009-bb31dd9b62ea"", ""provsql"": ""c598371e-473b-4b4a-bea7-9585070f3ab4"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.355165-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2001, ""confidence"": 0.95000, ""valid_ti"
kndb,22,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2002 contradicts prior fact (policy=reject) -- payload={""value"": ""182"", ""writer"": ""kndb_native"", ""fact_id"": ""952ee94f-31e4-4c0d-9eb2-563ea145c0d1"", ""provsql"": ""748ba675-a6d1-417c-b099-d0b348fb0266"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.35528-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2002, ""confidence"": 0.95000, ""valid_tim"
kndb,23,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2003 contradicts prior fact (policy=reject) -- payload={""value"": ""183"", ""writer"": ""kndb_native"", ""fact_id"": ""64c61e34-65d5-4a21-96d7-60f9e17c5b5e"", ""provsql"": ""2665782d-87d8-4144-9f7b-a5a77d177d5a"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.355388-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2003, ""confidence"": 0.95000, ""valid_ti"
kndb,24,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2004 contradicts prior fact (policy=reject) -- payload={""value"": ""184"", ""writer"": ""kndb_native"", ""fact_id"": ""c60423f8-7a60-490b-99c7-590289482f09"", ""provsql"": ""fee1cdd7-b275-4b45-9d52-3ae1c733847f"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.355489-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2004, ""confidence"": 0.95000, ""valid_ti"
kndb,25,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2005 contradicts prior fact (policy=reject) -- payload={""value"": ""185"", ""writer"": ""kndb_native"", ""fact_id"": ""4072f8f7-1798-45d4-8692-a6af0745afcd"", ""provsql"": ""f2eb2b6b-7444-4ed1-a0cf-62a965bfe464"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.355592-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2005, ""confidence"": 0.95000, ""valid_ti"
kndb,26,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2006 contradicts prior fact (policy=reject) -- payload={""value"": ""186"", ""writer"": ""kndb_native"", ""fact_id"": ""5586b148-67f1-4354-91e4-5cb94c79151f"", ""provsql"": ""f9d813d7-c867-4f36-af82-05e92870ca63"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.355699-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2006, ""confidence"": 0.95000, ""valid_ti"
kndb,27,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2007 contradicts prior fact (policy=reject) -- payload={""value"": ""187"", ""writer"": ""kndb_native"", ""fact_id"": ""e61fb3ab-89ec-41ac-b357-d992890890d0"", ""provsql"": ""51cea62f-eb4c-4f3e-be8c-f97d45441ce8"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.355792-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2007, ""confidence"": 0.95000, ""valid_ti"
kndb,28,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2008 contradicts prior fact (policy=reject) -- payload={""value"": ""188"", ""writer"": ""kndb_native"", ""fact_id"": ""bfb102c7-fcd3-447d-8b59-a4dc98604517"", ""provsql"": ""7f2a2160-db2f-40f8-9ab4-89283ff65bed"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.355886-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2008, ""confidence"": 0.95000, ""valid_ti"
kndb,29,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2009 contradicts prior fact (policy=reject) -- payload={""value"": ""189"", ""writer"": ""kndb_native"", ""fact_id"": ""9009c134-5735-4610-8a2b-4bfaee4b6702"", ""provsql"": ""bbe9c6a0-f565-4232-aa44-66c9eaf85635"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.355981-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2009, ""confidence"": 0.95000, ""valid_ti"
kndb,30,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2010 contradicts prior fact (policy=reject) -- payload={""value"": ""190"", ""writer"": ""kndb_native"", ""fact_id"": ""b2a2cec6-d7e0-49e1-963e-310e7f3912cb"", ""provsql"": ""13503d2f-82a7-4031-b13c-553945198afb"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.356071-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2010, ""confidence"": 0.95000, ""valid_ti"
kndb,31,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2011 contradicts prior fact (policy=reject) -- payload={""value"": ""191"", ""writer"": ""kndb_native"", ""fact_id"": ""4a9647e5-214b-4645-bade-5e852b20b2ba"", ""provsql"": ""ee5cad5f-c9ae-4f4b-b73e-c3c2b2378faf"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.356175-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2011, ""confidence"": 0.95000, ""valid_ti"
kndb,32,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2012 contradicts prior fact (policy=reject) -- payload={""value"": ""192"", ""writer"": ""kndb_native"", ""fact_id"": ""43200608-0d74-43e2-a9a3-795a519bdbcd"", ""provsql"": ""186f7d5f-e9ed-4bcb-90e6-c4792d8349af"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.356283-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2012, ""confidence"": 0.95000, ""valid_ti"
kndb,33,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2013 contradicts prior fact (policy=reject) -- payload={""value"": ""193"", ""writer"": ""kndb_native"", ""fact_id"": ""9afc81b4-c787-4862-948d-5f594d5a6536"", ""provsql"": ""d06dddc0-5c8f-4001-9ff7-22ba7411124a"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.356383-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2013, ""confidence"": 0.95000, ""valid_ti"
kndb,34,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2014 contradicts prior fact (policy=reject) -- payload={""value"": ""194"", ""writer"": ""kndb_native"", ""fact_id"": ""5b4fed89-9749-43d9-9303-9e54fe0698dd"", ""provsql"": ""0e2f2520-e875-4c7f-a998-c0de2502b9d8"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.356478-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2014, ""confidence"": 0.95000, ""valid_ti"
kndb,35,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2015 contradicts prior fact (policy=reject) -- payload={""value"": ""195"", ""writer"": ""kndb_native"", ""fact_id"": ""9621f264-08cc-49bd-b251-b71c61f8bfd6"", ""provsql"": ""ab94dad3-415a-46b1-8c19-52de6a58f30e"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.356574-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2015, ""confidence"": 0.95000, ""valid_ti"
kndb,36,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2016 contradicts prior fact (policy=reject) -- payload={""value"": ""196"", ""writer"": ""kndb_native"", ""fact_id"": ""fb16309a-28d0-45f7-82ce-13c72040a9ff"", ""provsql"": ""dee032a5-1c67-4724-ad50-0596ffe21fd9"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.356673-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2016, ""confidence"": 0.95000, ""valid_ti"
kndb,37,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2017 contradicts prior fact (policy=reject) -- payload={""value"": ""197"", ""writer"": ""kndb_native"", ""fact_id"": ""d157a5b1-5957-4e94-be75-d7e35ed12dfa"", ""provsql"": ""2223294b-c035-4d07-9c1d-ababd88eb1da"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.356765-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2017, ""confidence"": 0.95000, ""valid_ti"
kndb,38,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2018 contradicts prior fact (policy=reject) -- payload={""value"": ""198"", ""writer"": ""kndb_native"", ""fact_id"": ""7cd40a56-ceb9-413d-8f1f-6441916cc92d"", ""provsql"": ""d451df45-ae08-48d0-8c1b-53916c4dd6a2"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.356857-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2018, ""confidence"": 0.95000, ""valid_ti"
kndb,39,conflict,contradicting_overlap_reject_policy,True,caught,CheckViolation,"KNDB conflict: attribute bp_systolic on entity 2019 contradicts prior fact (policy=reject) -- payload={""value"": ""199"", ""writer"": ""kndb_native"", ""fact_id"": ""fb323fb2-7c38-4aa9-bd44-026c85f68ece"", ""provsql"": ""bb67c188-edf3-4ab1-9b22-fda9efa3bde9"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.356951-05\"",infinity)"", ""attribute"": ""bp_systolic"", ""entity_id"": 2019, ""confidence"": 0.95000, ""valid_ti"
kndb,40,confidence,joint_confidence_target,False,landed_ok,,
kndb,41,confidence,joint_confidence_target,False,landed_ok,,
kndb,42,confidence,joint_confidence_target,False,landed_ok,,
kndb,43,confidence,joint_confidence_target,False,landed_ok,,
kndb,44,confidence,joint_confidence_target,False,landed_ok,,
kndb,45,confidence,joint_confidence_target,False,landed_ok,,
kndb,46,confidence,joint_confidence_target,False,landed_ok,,
kndb,47,confidence,joint_confidence_target,False,landed_ok,,
kndb,48,confidence,joint_confidence_target,False,landed_ok,,
kndb,49,confidence,joint_confidence_target,False,landed_ok,,
kndb,50,confidence,joint_confidence_target,False,landed_ok,,
kndb,51,confidence,joint_confidence_target,False,landed_ok,,
kndb,52,confidence,joint_confidence_target,False,landed_ok,,
kndb,53,confidence,joint_confidence_target,False,landed_ok,,
kndb,54,confidence,joint_confidence_target,False,landed_ok,,
kndb,55,confidence,joint_confidence_target,False,landed_ok,,
kndb,56,confidence,joint_confidence_target,False,landed_ok,,
kndb,57,confidence,joint_confidence_target,False,landed_ok,,
kndb,58,confidence,joint_confidence_target,False,landed_ok,,
kndb,59,confidence,joint_confidence_target,False,landed_ok,,
kndb,60,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4000 contradicts prior fact (policy=reject) -- payload={""value"": ""38.50"", ""writer"": ""kndb_native"", ""fact_id"": ""c3a3126d-eeec-49c7-8184-e5689bffe76f"", ""provsql"": ""7d1e9a63-8cca-48a3-bbf3-6f71170ea6ab"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.360237-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4000, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,61,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4001 contradicts prior fact (policy=reject) -- payload={""value"": ""38.55"", ""writer"": ""kndb_native"", ""fact_id"": ""58878c46-9b72-423f-90ee-fc5ef963ff63"", ""provsql"": ""517ee7e8-5e77-4092-ac83-fb71b7c75f07"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.360409-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4001, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,62,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4002 contradicts prior fact (policy=reject) -- payload={""value"": ""38.60"", ""writer"": ""kndb_native"", ""fact_id"": ""71905d95-4fd1-4be2-bf0a-262c4484e33a"", ""provsql"": ""22256456-51aa-451a-ad1a-1b7a703ecd03"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.360525-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4002, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,63,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4003 contradicts prior fact (policy=reject) -- payload={""value"": ""38.65"", ""writer"": ""kndb_native"", ""fact_id"": ""3fd5e90c-a73a-4257-822f-d3dbedf3caae"", ""provsql"": ""cf69f0eb-2c9a-481b-a4e4-9866ccfc74e9"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.360636-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4003, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,64,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4004 contradicts prior fact (policy=reject) -- payload={""value"": ""38.70"", ""writer"": ""kndb_native"", ""fact_id"": ""71acb079-2288-4b3b-b541-e7b627114e72"", ""provsql"": ""9134d80c-7a72-43b6-a849-1c4089d28dfe"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.360766-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4004, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,65,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4005 contradicts prior fact (policy=reject) -- payload={""value"": ""38.75"", ""writer"": ""kndb_native"", ""fact_id"": ""8c91d6dc-dd99-4ec6-9fdc-eeeacee62e8b"", ""provsql"": ""be274a1f-2f14-4429-a333-39ee8063dda3"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.360873-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4005, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,66,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4006 contradicts prior fact (policy=reject) -- payload={""value"": ""38.80"", ""writer"": ""kndb_native"", ""fact_id"": ""881e58d6-d1d3-48b9-aab5-dc4bc36fa7df"", ""provsql"": ""8a295c68-bde8-478e-b7c1-6bfc7909f146"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.360972-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4006, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,67,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4007 contradicts prior fact (policy=reject) -- payload={""value"": ""38.85"", ""writer"": ""kndb_native"", ""fact_id"": ""a1f6bfcd-6706-44f7-bbbf-5e88b3d4a3b9"", ""provsql"": ""80f2c995-322b-439f-bd10-d412d33f78bb"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.361095-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4007, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,68,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4008 contradicts prior fact (policy=reject) -- payload={""value"": ""38.90"", ""writer"": ""kndb_native"", ""fact_id"": ""27d1aebe-d72b-41e9-8f51-812f23180192"", ""provsql"": ""43993c26-c671-4c76-9248-c3a2ca461b64"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.361198-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4008, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,69,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4009 contradicts prior fact (policy=reject) -- payload={""value"": ""38.95"", ""writer"": ""kndb_native"", ""fact_id"": ""4fb18329-b754-402e-b4dd-693bfa0a93c8"", ""provsql"": ""aeb3e3ad-ab6c-45f3-99fc-5835c60d87e5"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.361298-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4009, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,70,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4010 contradicts prior fact (policy=reject) -- payload={""value"": ""39.00"", ""writer"": ""kndb_native"", ""fact_id"": ""f2b034d1-2c44-4a2e-88ae-67040812a3a8"", ""provsql"": ""eb627c3c-9cb6-49e7-bd3a-810af5ad5f52"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.361393-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4010, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,71,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4011 contradicts prior fact (policy=reject) -- payload={""value"": ""39.05"", ""writer"": ""kndb_native"", ""fact_id"": ""73306f90-1893-4ed5-9752-1e01ccd6184b"", ""provsql"": ""39694165-9f56-427f-9090-471406c4f1a8"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.361502-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4011, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,72,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4012 contradicts prior fact (policy=reject) -- payload={""value"": ""39.10"", ""writer"": ""kndb_native"", ""fact_id"": ""1a6c3077-c1db-46c4-bc99-200a03651e17"", ""provsql"": ""b13bfc81-77f2-48ea-900a-055a4c1f6007"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.361625-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4012, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,73,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4013 contradicts prior fact (policy=reject) -- payload={""value"": ""39.15"", ""writer"": ""kndb_native"", ""fact_id"": ""844201c5-6812-4ee5-ad0c-8f443324f811"", ""provsql"": ""f11c5b00-89e9-4614-89b9-38c23f3acda3"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.361747-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4013, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,74,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4014 contradicts prior fact (policy=reject) -- payload={""value"": ""39.20"", ""writer"": ""kndb_native"", ""fact_id"": ""6484c525-eae8-402a-9cae-da7289884e05"", ""provsql"": ""bc22f55e-d974-43f2-955d-5d8aec1c7f28"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.361845-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4014, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,75,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4015 contradicts prior fact (policy=reject) -- payload={""value"": ""39.25"", ""writer"": ""kndb_native"", ""fact_id"": ""bc992e5c-dd6f-4c11-af31-9ca7d45099b8"", ""provsql"": ""1dffece1-3577-4251-856c-ff17d883c1b7"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.361936-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4015, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,76,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4016 contradicts prior fact (policy=reject) -- payload={""value"": ""39.30"", ""writer"": ""kndb_native"", ""fact_id"": ""48685dc0-3249-4bb9-8cd4-cde7af0d4db6"", ""provsql"": ""fa6bd5cb-29a9-47a9-a562-978518a04ecd"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.362029-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4016, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,77,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4017 contradicts prior fact (policy=reject) -- payload={""value"": ""39.35"", ""writer"": ""kndb_native"", ""fact_id"": ""7ff40c30-b732-4ef9-9103-614bf7252446"", ""provsql"": ""be06d49c-72b0-4552-88da-9bfe103133b8"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.362138-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4017, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,78,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4018 contradicts prior fact (policy=reject) -- payload={""value"": ""39.40"", ""writer"": ""kndb_native"", ""fact_id"": ""ac6754df-08e2-4553-8957-6de03fde06d0"", ""provsql"": ""452e3bb4-9c0b-446c-9e54-edac4b7f23bc"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.362235-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4018, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,79,bitemporal,overlap_diff_value_same_entity_attr,True,caught,CheckViolation,"KNDB conflict: attribute temp_c on entity 4019 contradicts prior fact (policy=reject) -- payload={""value"": ""39.45"", ""writer"": ""kndb_native"", ""fact_id"": ""b3e161e6-a3e4-4720-a23b-6f6a8201159d"", ""provsql"": ""f32d061c-2f71-4239-a6a7-7d457c996c98"", ""sources"": [], ""sys_time"": ""[\""2026-07-04 15:30:55.362328-05\"",infinity)"", ""attribute"": ""temp_c"", ""entity_id"": 4019, ""confidence"": 0.95000, ""valid_time"": ""[\"
kndb,80,progressive,legal_derived_with_source,False,landed_ok,,
kndb,81,progressive,legal_derived_with_source,False,landed_ok,,
kndb,82,progressive,legal_derived_with_source,False,landed_ok,,
kndb,83,progressive,legal_derived_with_source,False,landed_ok,,
kndb,84,progressive,legal_derived_with_source,False,landed_ok,,
kndb,85,progressive,legal_derived_with_source,False,landed_ok,,
kndb,86,progressive,legal_derived_with_source,False,landed_ok,,
kndb,87,progressive,legal_derived_with_source,False,landed_ok,,
kndb,88,progressive,legal_derived_with_source,False,landed_ok,,
kndb,89,progressive,legal_derived_with_source,False,landed_ok,,
kndb,90,progressive,derived_masquerading_as_obs,True,caught,CheckViolation,KNDB R3: MEASURED fact for attribute agg_masquerade_0 cannot have upstream sources
kndb,91,progressive,derived_masquerading_as_obs,True,caught,CheckViolation,KNDB R3: MEASURED fact for attribute agg_masquerade_1 cannot have upstream sources
kndb,92,progressive,derived_masquerading_as_obs,True,caught,CheckViolation,KNDB R3: MEASURED fact for attribute agg_masquerade_2 cannot have upstream sources
kndb,93,progressive,derived_masquerading_as_obs,True,caught,CheckViolation,KNDB R3: MEASURED fact for attribute agg_masquerade_3 cannot have upstream sources
kndb,94,progressive,derived_masquerading_as_obs,True,caught,CheckViolation,KNDB R3: MEASURED fact for attribute agg_masquerade_4 cannot have upstream sources
